#node1,node2,rmsd_score
TMEM97,NEK9,22.513247547192822
EDEM3,NGDN,34.98898528246266
EDEM3,TIMM10,33.16974692071419
EDEM3,ZDHHC5,99.11577802846826
EDEM3,TOR1AIP1,26.425832815409745
EDEM3,PITRM1,36.16098670036356
EDEM3,AP2M1,29.38506852976409
EDEM3,NAT14,34.566091597827366
EDEM3,AP2A2,42.68757331386345
EDEM3,CEP43,42.25035466461814
EDEM3,SLC44A2,36.9837131659251
EDEM3,COMT,22.521592049818704
EDEM3,BRD4,56.02030054007872
EDEM3,EXOSC8,28.6196219770389
EDEM3,RTN4,66.8693342984523
EDEM3,ZYG11B,34.4591129954467
EDEM3,CEP250,63.867781378715726
EDEM3,UBAP2,60.341444602776
EDEM3,COQ8B,29.05914239168712
EDEM3,ETFA,27.239622324953487
EDEM3,ADAMTS1,46.719496677842514
EDEM3,RBM41,33.34821727639857
EDEM3,BAG5,31.1663497117408
EDEM3,ALG5,26.97854180329109
EDEM3,RALA,31.26648004998735
EDEM3,CISD3,21.35530971968736
EDEM3,CENPF,99.64164202941674
EDEM3,TCF12,47.03357213591753
EDEM3,NUTF2,33.86394879786499
EDEM3,PVR,41.54258787739954
EDEM3,ADAM9,36.73527438060241
EDEM3,LMAN2,33.80416718039571
EDEM3,CDK5RAP2,52.54724725747943
EDEM3,WASHC4,46.29189968896216
EDEM3,GOLGB1,96.71164739633886
EDEM3,CLCC1,50.86555752220092
EDEM3,MAP7D1,56.68602891948274
EDEM3,IL17RA,41.29600997157669
EDEM3,GORASP1,29.521694026366102
EDEM3,ERP44,31.69757039005464
EDEM3,SLC30A9,34.8164458162988
EDEM3,STOML2,47.85165552171927
EDEM3,NUP214,51.83209207312595
EDEM3,ZC3H18,59.74972564834169
EDEM3,ATP1B1,29.90384832546093
EDEM3,NDFIP2,36.482550279811605
EDEM3,CEP135,79.53564703100787
EDEM3,CHPF2,37.49462504658641
EDEM3,POR,33.60175194376214
EDEM3,INTS4,40.1175506173743
EDEM3,BRD2,43.29659302671242
EDEM3,PDZD11,30.400704549377718
EDEM3,HDAC2,36.14027741108784
EDEM3,TRMT1,35.31571030203335
EDEM3,RAB5C,33.800422376949314
EDEM3,TYSND1,34.66526859085547
EDEM3,RETREG3,32.453347791957626
EDEM3,DNAJC19,19.267180230139083
EDEM3,FKBP7,21.269509072110868
EDEM3,TIMM29,21.49597338910054
EDEM3,SRP19,33.93509452826427
EDEM3,DPH5,28.159842721715883
EDEM3,POLA2,30.32654828482722
EDEM3,FBLN5,51.99754314209509
EDEM3,GHITM,31.04604869840485
EDEM3,NEU1,23.510735310410137
EDEM3,ACADM,30.731400540917797
EDEM3,TM2D3,32.702464729185955
EDEM3,HEATR3,36.67506920560066
EDEM3,SIGMAR1,26.90462419664382
EDEM3,AGPS,30.810680572977702
EDEM3,TLE1,46.620391470338255
EDEM3,PIGO,43.90807271055662
EDEM3,QSOX2,32.54105579238371
EDEM3,RHOA,32.23898710381234
EDEM3,REEP6,33.438215844204
EDEM3,PKP2,45.65184527870331
EDEM3,MOGS,33.860709182003696
EDEM3,TIMM9,31.843556684009908
EDEM3,GFER,35.161500707273035
EDEM3,RAB2A,34.11558382555031
EDEM3,CEP350,70.46259582999025
EDEM3,NUP58,47.13700767128512
EDEM3,NPC2,27.47879784218297
EDEM3,MFGE8,26.16613073863808
EDEM3,POLA1,34.799777982367594
EDEM3,CCDC86,46.76712159638371
EDEM3,UGGT2,46.847180394020256
EDEM3,NOL10,45.56695079714306
EDEM3,REEP5,30.512763821023796
EDEM3,MOV10,37.92999983513633
EDEM3,FYCO1,72.20818742497165
EDEM3,GPAA1,30.65348776633708
EDEM3,IDE,33.02030997137486
EDEM3,FASTKD5,34.0784490355228
EDEM3,BCS1L,32.404499581680405
EDEM3,SIL1,32.36134835977228
EDEM3,SBNO1,45.3281338124942
EDEM3,CHMP2A,26.62784053288065
EDEM3,TLE3,41.74162358178739
EDEM3,GRIPAP1,45.79585627179403
EDEM3,RAB18,33.10590100080499
EDEM3,UPF1,50.57221883533247
EDEM3,RIPK1,39.8155113321515
EDEM3,STOM,38.863161964466805
EDEM3,ACAD9,31.57257874843796
EDEM3,NUP98,60.25977342155929
EDEM3,CUL2,48.84646458676048
EDEM3,JAKMIP1,49.86986974872219
EDEM3,SRP54,32.4725045776973
EDEM3,GNG5,15.041089741214256
EDEM3,NUP88,39.96316177487537
EDEM3,OS9,39.39674675152214
EDEM3,SNIP1,51.76186879799425
EDEM3,ITGB1,43.16379303181191
EDEM3,PTGES2,33.74644807079875
EDEM3,DDX10,46.82886865888224
EDEM3,ARF6,30.162408379914076
EDEM3,RPL36,23.69211200552019
EDEM3,GCC1,96.235987876475
EDEM3,NSD2,45.65835097336016
EDEM3,CSNK2B,49.86986974872219
EDEM3,G3BP1,45.405546242751285
EDEM3,USP54,31.655907394326427
EDEM3,PRKACA,37.02700853950085
EDEM3,ERMP1,36.60297957357778
EDEM3,MDN1,45.67822270800994
EDEM3,NUP62,45.01994704591521
EDEM3,MARK1,45.87588385884012
EDEM3,GDF15,25.864450497979085
EDEM3,RIDA,31.33614032406153
EDEM3,FAR2,33.59726214841379
EDEM3,NGLY1,36.51251284150771
EDEM3,ARL6IP6,37.56764517563144
EDEM3,FAM98A,40.08134174488352
EDEM3,TBKBP1,48.66398598004127
EDEM3,MARK3,44.64809370022803
EDEM3,VPS39,53.27834341789541
EDEM3,VPS11,44.94308362797155
EDEM3,FOXRED2,35.51310895000853
EDEM3,GCC2,79.97082465309896
EDEM3,G3BP2,45.86180547917071
EDEM3,TBK1,44.327838859676206
EDEM3,TLE5,28.541283014415026
EDEM3,ABCC1,44.83420230835097
EDEM3,RBX1,18.517973005730703
EDEM3,MARK2,46.07139766811687
EDEM3,PUSL1,29.88006820534212
EDEM3,GPX1,18.468715835136763
EDEM3,UBAP2L,54.85499574950537
EDEM3,HOOK1,113.67263839919488
EDEM3,CYB5R3,22.853231975584876
EDEM3,POFUT1,27.08028907609957
EDEM3,CIT,34.34482955510771
EDEM3,POGLUT2,25.50102783845496
EDEM3,TIMM8B,26.037091688131287
EDEM3,DCAF7,25.26979026322234
EDEM3,RDX,40.43653515231557
EDEM3,ZC3H7A,45.63797836864693
EDEM3,ERC1,31.33119567302099
EDEM3,MRPS2,40.06208569905576
EDEM3,PLAT,33.717339598478496
EDEM3,FBN1,60.134200174558
EDEM3,STC2,37.63959908371851
EDEM3,POGLUT3,25.55542472464395
EDEM3,LARP1,57.93890161691357
EDEM3,MEPCE,43.04608634437281
EDEM3,MRPS25,34.340210101734584
EDEM3,ACSL3,29.42727294416208
EDEM3,MRPS27,37.37094822064852
EDEM3,PLEKHA5,29.62436288191639
EDEM3,SLC25A21,31.004552104587813
EDEM3,SCARB1,36.52584384021309
EDEM3,AASS,40.1983837585284
EDEM3,PTBP2,28.86579326744824
EDEM3,RAB10,35.05581058276145
EDEM3,LOX,32.753712980952294
EDEM3,HECTD1,38.9551269025297
EDEM3,HSBP1,15.798919756003174
EDEM3,CLIP4,40.36956070205586
EDEM3,CRTC3,52.91226522069031
EDEM3,NHERF1,33.12826791121948
EDEM3,DDX21,43.52681836045127
EDEM3,DCAKD,34.64211712669324
EDEM3,YIF1A,27.764762901863268
EDEM3,FKBP15,70.82595815254227
EDEM3,PIGS,31.17773447695343
EDEM3,FBN2,59.3738960974841
EDEM3,GGCX,31.56425243228349
EDEM3,ATE1,33.65458379396354
EDEM3,ERLEC1,31.09714587591999
EDEM3,THTPA,34.64869064745019
EDEM3,UBXN8,33.16846951375557
EDEM3,SDF2,24.24414430382859
EDEM3,TMED5,32.77279007359115
EDEM3,BZW2,33.48998180237547
EDEM3,ERGIC1,30.445811326333867
EDEM3,AP3B1,50.85149815607375
EDEM3,RAP1GDS1,34.19907336075879
EDEM3,NDUFAF1,37.435538642798186
EDEM3,DNMT1,48.83937640759484
EDEM3,ANO6,44.51750798957361
EDEM3,GIGYF2,28.91051322153372
EDEM3,MRPS5,36.68270881252367
EDEM3,PRKAR2B,52.985103740894445
EDEM3,FKBP10,51.623013984637815
EDEM3,TMEM39B,23.46879678685277
EDEM3,TOR1A,25.854530554745647
EDEM3,ERO1B,28.35069076904438
EDEM3,RNF41,38.37505423131788
EDEM3,RAB14,35.622553847384125
EDEM3,CNTRL,75.0958666929396
EDEM3,LARP7,41.53031265273564
EDEM3,SCAP,57.54466225158487
EDEM3,AAR2,29.11758975931513
EDEM3,GTF2F2,43.19082485917534
EDEM3,HS2ST1,35.47988415301872
EDEM3,GRPEL1,36.03173544499041
EDEM3,PRRC2B,62.98474580417613
EDEM3,SRP72,41.86758530009765
EDEM3,RBM28,40.84630011692764
EDEM3,RRP9,36.467311983967406
EDEM3,TRIM59,55.45366161551864
EDEM3,SAAL1,31.060707505683297
EDEM3,NINL,77.95188738412206
EDEM3,MAT2B,26.736523327297416
EDEM3,SMOC1,28.81601866035799
EDEM3,RAE1,37.95704727899854
EDEM3,FAM162A,40.39893867773727
EDEM3,TARS2,30.718956188553644
EDEM3,NDUFAF2,29.040958320066103
EDEM3,PRKAR2A,22.50360387406995
EDEM3,SEPSECS,33.603250220580485
EDEM3,GGH,28.35988151312327
EDEM3,RAB1A,33.66316299451645
EDEM3,NPTX1,26.967571862168057
EDEM3,NUP54,39.7681043940408
EDEM3,CSNK2A2,29.87551405572601
EDEM3,EMC1,42.15749623461023
EDEM3,ALG11,29.56783853967959
EDEM3,DPY19L1,41.006559492865975
EDEM3,PPIL3,34.268848000809896
EDEM3,GOLGA3,35.573075149116896
EDEM3,TUBGCP2,48.77627968041763
EDEM3,CSDE1,48.67472748111079
EDEM3,EXOSC3,30.741593852624465
EDEM3,PRIM2,34.799777982367594
EDEM3,ELOC,30.64103473824252
EDEM3,ELOB,36.302310493677545
EDEM3,EXOSC2,30.944942703460704
EDEM3,PPT1,21.160258911262105
EDEM3,PABPC1,27.37565556907836
EDEM3,ZNF503,52.969056528971485
EDEM3,FAM8A1,39.40461509146232
EDEM3,TUBGCP3,48.80884548404895
EDEM3,GOLGA2,41.49251830113858
EDEM3,HYOU1,50.62475006655615
EDEM3,WFS1,41.97068043424389
EDEM3,MIB1,44.49394333401158
EDEM3,PLEKHF2,40.56560853534471
EDEM3,SLC30A6,34.104222834074946
EDEM3,HS6ST2,38.19612047271136
EDEM3,TAPT1,38.6816344012705
EDEM3,MTCH1,37.34030794186057
EDEM3,TBCA,36.55437120493165
EDEM3,CEP112,119.12320647613628
EDEM3,NIN,77.07497977089497
EDEM3,PRIM1,34.799777982367594
EDEM3,ATP6V1A,34.853213719492366
EDEM3,USP13,36.36695761381408
EDEM3,CHPF,37.49462504658641
EDEM3,ECSIT,32.53707502277307
EDEM3,ALG8,29.91824292027718
EDEM3,SLC30A7,34.5758792965337
EDEM3,MPHOSPH10,30.84810045156652
EDEM3,MYCBP2,45.74915590076258
EDEM3,PCNT,95.70489274693512
EDEM3,AATF,38.92765772218626
EDEM3,DCTPP1,28.703711975255008
EDEM3,EXOSC5,26.76450989946704
EDEM3,FBXL12,56.3243161694321
EDEM3,EIF4E2,59.75625627938356
EDEM3,HMOX1,33.706574612231435
EDEM3,COL6A1,33.09591376989063
EDEM3,PMPCB,26.19119491482877
EDEM3,EIF4H,37.127918307192935
EDEM3,RAB7A,31.61413410745017
EDEM3,ATP6AP1,31.875660887673483
EDEM3,ATP5MG,13.868261777460091
EDEM3,CWC27,36.58403933032723
EDEM3,MIPOL1,37.27609545146248
EDEM3,BCKDK,26.99555314946236
EDEM3,COLGALT1,33.98224004096417
EDEM3,F2RL1,36.1705712532633
EDEM3,DNAJC11,37.57549840683679
EDEM3,TIMM10B,21.49597338910054
EDEM3,TOMM70,34.568931185864386
EDEM3,MTARC1,21.34117650474207
EDEM3,SUN2,55.89090967722881
EDEM3,IMPDH2,27.078103410104703
EDEM3,NDUFB9,33.1574752432057
EDEM3,CYB5B,28.71177755572988
EDEM3,INHBE,29.35859836222299
EDEM3,PABPC4,43.840857825958544
EDEM3,NLRX1,39.75824929018336
EDEM3,PMPCA,33.318870243433004
EDEM3,C1orf50,29.27008079743469
EDEM3,PDE4DIP,59.51771640028599
EDEM3,GNB1,27.002562542633715
EDEM3,GOLGA7,35.573075149116896
EDEM3,NEK9,40.70595750210709
NGDN,TIMM10,14.3047418919477
NGDN,ZDHHC5,60.1072698822432
NGDN,TOR1AIP1,34.19170675471459
NGDN,PITRM1,33.54992449028295
NGDN,AP2M1,31.328906583094057
NGDN,NAT14,35.19335952552879
NGDN,AP2A2,28.53997803237585
NGDN,CEP43,47.09396690135279
NGDN,SLC44A2,36.20472390696455
NGDN,COMT,30.56727617483622
NGDN,BRD4,40.07832504351016
NGDN,EXOSC8,34.33152957921022
NGDN,RTN4,60.35348593576301
NGDN,ZYG11B,29.604425369911013
NGDN,CEP250,44.63055894316678
NGDN,UBAP2,51.65315196620765
NGDN,COQ8B,38.24966683774797
NGDN,ETFA,33.27594833630081
NGDN,ADAMTS1,40.82824741644201
NGDN,RBM41,39.18063522438107
NGDN,BAG5,32.86397848353345
NGDN,ALG5,39.03423402491915
NGDN,RALA,32.73387028266246
NGDN,CISD3,21.68315082032373
NGDN,CENPF,41.84197885303216
NGDN,TCF12,45.13275776180695
NGDN,NUTF2,19.130661364347485
NGDN,PVR,29.89874145714661
NGDN,ADAM9,35.24065836775557
NGDN,LMAN2,36.86601508095556
NGDN,CDK5RAP2,43.808589914596496
NGDN,WASHC4,34.09965034751296
NGDN,GOLGB1,53.05121550761488
NGDN,CLCC1,33.39234439713709
NGDN,MAP7D1,49.4473971659403
NGDN,IL17RA,33.41983477112144
NGDN,GORASP1,40.42325151431558
NGDN,ERP44,31.51249004287823
NGDN,SLC30A9,46.22303906307517
NGDN,STOML2,42.40486986788073
NGDN,NUP214,35.05274643599265
NGDN,ZC3H18,42.50678731749459
NGDN,ATP1B1,24.484583517084214
NGDN,NDFIP2,33.007972040498565
NGDN,CEP135,42.72923217963424
NGDN,CHPF2,33.69098361423042
NGDN,POR,33.019451155049595
NGDN,INTS4,28.49286073812332
NGDN,BRD2,41.4255741547624
NGDN,PDZD11,34.31946233069912
NGDN,HDAC2,38.54528209839359
NGDN,TRMT1,32.35838576567235
NGDN,RAB5C,39.23240834154111
NGDN,TYSND1,35.78121687341217
NGDN,RETREG3,16.1929706807663
NGDN,DNAJC19,17.744506230850675
NGDN,FKBP7,29.031083366792977
NGDN,TIMM29,37.64816715080269
NGDN,SRP19,19.41975806152777
NGDN,DPH5,31.05749989232616
NGDN,POLA2,31.739671918768707
NGDN,FBLN5,37.5306149086679
NGDN,GHITM,33.87149321894626
NGDN,NEU1,18.77854833280587
NGDN,ACADM,37.49062995116561
NGDN,TM2D3,41.805312253725326
NGDN,HEATR3,37.70314040022971
NGDN,SIGMAR1,35.72987502385348
NGDN,AGPS,37.696029554928245
NGDN,TLE1,44.0981351340928
NGDN,PIGO,39.98038625941188
NGDN,QSOX2,41.27635324355203
NGDN,RHOA,34.93376641815264
NGDN,REEP6,28.211287799562815
NGDN,PKP2,49.67396068220074
NGDN,MOGS,33.084018603004886
NGDN,TIMM9,15.027577547228749
NGDN,GFER,36.527601464864354
NGDN,RAB2A,34.10704031417025
NGDN,CEP350,59.47066011489801
NGDN,NUP58,52.19940517656168
NGDN,NPC2,25.87600604420856
NGDN,MFGE8,36.014210105368555
NGDN,POLA1,38.83807760711331
NGDN,CCDC86,51.19798902559971
NGDN,UGGT2,38.134081749704784
NGDN,NOL10,32.58143969095201
NGDN,REEP5,27.388878513924308
NGDN,MOV10,35.021207716300886
NGDN,FYCO1,38.46494527276344
NGDN,GPAA1,39.99805119315045
NGDN,IDE,33.6363193982038
NGDN,FASTKD5,38.60527907151927
NGDN,BCS1L,30.43317411749319
NGDN,SIL1,30.41287740769493
NGDN,SBNO1,44.746057689444726
NGDN,CHMP2A,27.487292433213504
NGDN,TLE3,49.54209453243535
NGDN,GRIPAP1,33.820093606343896
NGDN,RAB18,34.980903442167524
NGDN,UPF1,35.891929946422046
NGDN,RIPK1,37.14606668440422
NGDN,STOM,33.083847269025696
NGDN,ACAD9,38.20283379508458
NGDN,NUP98,55.03150801592739
NGDN,CUL2,29.447313392752672
NGDN,JAKMIP1,50.87091831471915
NGDN,SRP54,33.67923675774483
NGDN,GNG5,16.435756313722642
NGDN,NUP88,32.37768137555044
NGDN,OS9,40.42721968902928
NGDN,SNIP1,29.841397766456385
NGDN,ITGB1,36.58719609476305
NGDN,PTGES2,38.46581914963479
NGDN,DDX10,31.509913705417127
NGDN,ARF6,32.93212416970939
NGDN,RPL36,17.09459699300455
NGDN,GCC1,57.39059831177212
NGDN,NSD2,39.05756778500767
NGDN,CSNK2B,50.87091831471915
NGDN,G3BP1,46.02219776323229
NGDN,USP54,31.6800835043364
NGDN,PRKACA,36.848618219613485
NGDN,ERMP1,40.92110963436595
NGDN,MDN1,33.346451567232066
NGDN,NUP62,54.83139208934707
NGDN,MARK1,29.18824013732411
NGDN,GDF15,31.27251097241697
NGDN,RIDA,20.95951739252094
NGDN,FAR2,34.08601900706067
NGDN,NGLY1,30.70709990556749
NGDN,ARL6IP6,37.75304707384935
NGDN,FAM98A,26.17891916691828
NGDN,TBKBP1,50.424708366846026
NGDN,MARK3,29.5390322999305
NGDN,VPS39,35.79608844811262
NGDN,VPS11,35.85722764632878
NGDN,FOXRED2,37.81145755004282
NGDN,GCC2,72.09720759598527
NGDN,G3BP2,46.08796917895096
NGDN,TBK1,33.2789954519355
NGDN,TLE5,42.62985349139437
NGDN,ABCC1,39.05657289488512
NGDN,RBX1,22.812775094370902
NGDN,MARK2,32.539665506943976
NGDN,PUSL1,30.20027285794467
NGDN,GPX1,13.05245961276384
NGDN,UBAP2L,49.09634290229976
NGDN,HOOK1,44.18523436015583
NGDN,CYB5R3,32.95956305904885
NGDN,POFUT1,32.317056890568644
NGDN,CIT,42.139843824549935
NGDN,POGLUT2,31.262538569765287
NGDN,TIMM8B,19.26099874510125
NGDN,DCAF7,33.41422980655333
NGDN,RDX,40.27754487752237
NGDN,ZC3H7A,41.38722814857158
NGDN,ERC1,38.3310238898255
NGDN,MRPS2,38.17676519919564
NGDN,PLAT,21.6233932936864
NGDN,FBN1,29.93345513703684
NGDN,STC2,40.37553015156463
NGDN,POGLUT3,31.98512270307129
NGDN,LARP1,53.83990315263197
NGDN,MEPCE,42.90172786348082
NGDN,MRPS25,23.78685119194902
NGDN,ACSL3,32.94343243624413
NGDN,MRPS27,42.87059161275285
NGDN,PLEKHA5,23.86253202899265
NGDN,SLC25A21,35.731329609301405
NGDN,SCARB1,29.833529989865887
NGDN,AASS,32.205507558795546
NGDN,PTBP2,34.30802144852881
NGDN,RAB10,34.51018171100077
NGDN,LOX,27.98784391811462
NGDN,HECTD1,29.334976204492875
NGDN,HSBP1,20.34389512747958
NGDN,CLIP4,29.28678254959508
NGDN,CRTC3,46.63561272289916
NGDN,NHERF1,27.903063521870678
NGDN,DDX21,41.13128540378005
NGDN,DCAKD,33.35408181345597
NGDN,YIF1A,31.04033408753377
NGDN,FKBP15,32.93723718147354
NGDN,PIGS,36.96807688993819
NGDN,FBN2,29.268280805768217
NGDN,GGCX,37.65832623458467
NGDN,ATE1,43.01908286056624
NGDN,ERLEC1,40.34667041317854
NGDN,THTPA,33.89577160340779
NGDN,UBXN8,29.425185804180774
NGDN,SDF2,36.37521821738883
NGDN,TMED5,39.53805648898242
NGDN,BZW2,28.569973059922013
NGDN,ERGIC1,42.06343389138549
NGDN,AP3B1,30.131998494267386
NGDN,RAP1GDS1,34.79303919720195
NGDN,NDUFAF1,32.44565264515292
NGDN,DNMT1,39.97567495799051
NGDN,ANO6,32.72675470254012
NGDN,GIGYF2,33.639337949203416
NGDN,MRPS5,35.73018943826782
NGDN,PRKAR2B,57.77445620923215
NGDN,FKBP10,28.87001046865377
NGDN,TMEM39B,26.072468613883995
NGDN,TOR1A,31.953125633655624
NGDN,ERO1B,40.699411604324375
NGDN,RNF41,26.426655752134455
NGDN,RAB14,34.40139295779526
NGDN,CNTRL,35.11646388023372
NGDN,LARP7,41.21057057691977
NGDN,SCAP,43.75144567904779
NGDN,AAR2,34.61531780085932
NGDN,GTF2F2,41.697654830350174
NGDN,HS2ST1,39.42361319541663
NGDN,GRPEL1,33.708136231468885
NGDN,PRRC2B,41.09766279689892
NGDN,SRP72,27.23019549611616
NGDN,RBM28,43.55742157930068
NGDN,RRP9,34.27075857428136
NGDN,TRIM59,46.09859556491794
NGDN,SAAL1,30.81827430608899
NGDN,NINL,30.09702811867813
NGDN,MAT2B,33.13297289058615
NGDN,SMOC1,27.92419494091252
NGDN,RAE1,31.32799223084127
NGDN,FAM162A,28.82628459160589
NGDN,TARS2,39.23413294946283
NGDN,NDUFAF2,18.578121597512173
NGDN,PRKAR2A,21.681532917289573
NGDN,SEPSECS,33.00847515688281
NGDN,GGH,36.95982210880225
NGDN,RAB1A,37.5580567149312
NGDN,NPTX1,33.75434566287702
NGDN,NUP54,45.93437478133504
NGDN,CSNK2A2,32.37646583911931
NGDN,EMC1,27.94672714798505
NGDN,ALG11,36.83628967730989
NGDN,DPY19L1,32.86168324212693
NGDN,PPIL3,30.62697017603988
NGDN,GOLGA3,20.86232070315248
NGDN,TUBGCP2,33.2103878995159
NGDN,CSDE1,30.004996266283708
NGDN,EXOSC3,32.00689713943755
NGDN,PRIM2,38.83807760711331
NGDN,ELOC,17.786174710916047
NGDN,ELOB,22.990621402491875
NGDN,EXOSC2,36.094011162081806
NGDN,PPT1,30.239603269824325
NGDN,PABPC1,27.3083337100661
NGDN,ZNF503,60.241927746002695
NGDN,FAM8A1,32.21515537883576
NGDN,TUBGCP3,39.62009099704261
NGDN,GOLGA2,35.53554702057765
NGDN,HYOU1,37.7497170624838
NGDN,WFS1,41.44916380052887
NGDN,MIB1,38.37717648046113
NGDN,PLEKHF2,33.66153321694427
NGDN,SLC30A6,34.07854838442723
NGDN,HS6ST2,33.53056328503517
NGDN,TAPT1,33.92906009953482
NGDN,MTCH1,41.43414118834149
NGDN,TBCA,20.83101484210416
NGDN,CEP112,47.77836587892962
NGDN,NIN,28.857521165272544
NGDN,PRIM1,38.83807760711331
NGDN,ATP6V1A,33.18965127583104
NGDN,USP13,32.28432401586424
NGDN,CHPF,33.69098361423042
NGDN,ECSIT,41.69665991625564
NGDN,ALG8,35.22938265335057
NGDN,SLC30A7,36.49298463682534
NGDN,MPHOSPH10,33.118552677652374
NGDN,MYCBP2,39.953826734214
NGDN,PCNT,63.266639738366415
NGDN,AATF,42.90559865931477
NGDN,DCTPP1,26.37879997036613
NGDN,EXOSC5,28.948121838651097
NGDN,FBXL12,45.14497167345906
NGDN,EIF4E2,42.296937803848046
NGDN,HMOX1,35.0888220165391
NGDN,COL6A1,33.38250952312397
NGDN,PMPCB,35.9373849655637
NGDN,EIF4H,34.02901492554143
NGDN,RAB7A,33.99663775561505
NGDN,ATP6AP1,31.950346248956272
NGDN,ATP5MG,15.186575093399377
NGDN,CWC27,38.53785198931985
NGDN,MIPOL1,34.01763196010353
NGDN,BCKDK,35.03080223084571
NGDN,COLGALT1,36.57028870413477
NGDN,F2RL1,31.867458773000745
NGDN,DNAJC11,27.694520703641697
NGDN,TIMM10B,37.64816715080269
NGDN,TOMM70,36.56750383829623
NGDN,MTARC1,35.98035424374814
NGDN,SUN2,37.41107353307663
NGDN,IMPDH2,29.309792265773577
NGDN,NDUFB9,30.33507386388401
NGDN,CYB5B,19.95639557809145
NGDN,INHBE,42.777688801882576
NGDN,PABPC4,42.1624985451395
NGDN,NLRX1,40.70297914067162
NGDN,PMPCA,36.36708789659572
NGDN,C1orf50,30.654234659450125
NGDN,PDE4DIP,51.70517753077073
NGDN,GNB1,35.57478134974525
NGDN,GOLGA7,20.86232070315248
NGDN,NEK9,31.06695859360446
TIMM10,ZDHHC5,23.77891906448116
TIMM10,TOR1AIP1,22.912300667536623
TIMM10,PITRM1,24.42418880549416
TIMM10,AP2M1,17.548793786679713
TIMM10,NAT14,18.041891133456566
TIMM10,AP2A2,18.148606053253346
TIMM10,CEP43,19.6996645064649
TIMM10,SLC44A2,26.08505740643152
TIMM10,COMT,21.898374605250822
TIMM10,BRD4,25.437236357461902
TIMM10,EXOSC8,19.47895078528456
TIMM10,RTN4,37.32041188894093
TIMM10,ZYG11B,17.90942331735253
TIMM10,CEP250,22.44569347383542
TIMM10,UBAP2,27.35125615897145
TIMM10,COQ8B,19.310294800270388
TIMM10,ETFA,19.906175775628704
TIMM10,ADAMTS1,28.68086485503652
TIMM10,RBM41,19.42678616874963
TIMM10,BAG5,20.23933533292292
TIMM10,ALG5,20.25685705354825
TIMM10,RALA,18.56730871134796
TIMM10,CISD3,25.60769202276081
TIMM10,CENPF,27.44573065468528
TIMM10,TCF12,23.143990620079347
TIMM10,NUTF2,17.68063891791608
